,일시,총발전량(kWh),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),합계 일사량(w/m2)
487,2018-10-31,3623,2.0,12.6,0.1,1.7,71.8,10.7,15.15,2.4,4208.333333333333
488,2018-11-01,3545,-0.2,15.7,0.0,1.1,75.6,10.7,15.3,0.3,4250.0
489,2018-11-02,3262,2.3,18.8,0.0,0.8,76.0,10.7,14.85,1.3,4125.0
490,2018-11-03,3265,2.5,19.5,0.0,0.9,77.1,10.6,14.72,2.0,4088.8888888888887
491,2018-11-04,3283,2.8,18.8,0.0,1.1,75.5,10.6,14.43,4.4,4008.3333333333335
492,2018-11-05,2812,3.9,17.6,0.0,0.7,85.3,10.6,11.33,5.0,3147.222222222222
493,2018-11-06,1768,5.6,17.5,0.0,0.8,89.8,10.5,7.64,7.6,2122.222222222222
494,2018-11-07,1443,10.9,15.6,1.7,0.8,85.5,10.5,5.74,9.9,1594.4444444444443
495,2018-11-08,54,12.2,16.8,54.7,3.0,95.4,10.5,0.61,8.4,169.44444444444446
496,2018-11-09,2610,5.9,15.0,0.5,3.0,76.6,10.4,7.3,4.8,2027.7777777777778
497,2018-11-10,2725,5.2,17.4,0.0,1.0,84.4,10.4,12.06,1.6,3350.0
498,2018-11-11,922,3.1,11.7,0.8,0.7,91.1,10.4,3.12,6.4,866.6666666666666
499,2018-11-12,3062,2.5,13.7,0.0,1.4,73.9,10.3,13.69,1.6,3802.777777777778
500,2018-11-13,2928,0.9,14.7,0.0,1.0,76.5,10.3,12.47,0.0,3463.8888888888887
501,2018-11-14,2659,0.7,15.5,0.0,1.0,78.9,10.3,11.53,0.5,3202.777777777778
502,2018-11-15,2293,2.6,16.4,0.0,0.8,76.1,10.2,10.61,4.9,2947.222222222222
503,2018-11-16,1840,4.3,14.9,0.0,1.3,78.9,10.2,7.7,7.9,2138.8888888888887
504,2018-11-17,2489,-0.6,11.3,0.0,1.3,62.8,10.2,11.65,4.8,3236.1111111111113
505,2018-11-18,1963,0.0,11.0,0.0,0.5,76.0,10.1,5.5,9.3,1527.7777777777778
506,2018-11-19,1913,1.2,13.3,0.0,1.0,76.6,10.1,7.32,3.0,2033.3333333333333
507,2018-11-20,2695,-1.7,12.5,0.0,1.1,64.6,10.1,12.58,1.3,3494.4444444444443
508,2018-11-21,457,0.3,8.0,7.6,1.6,88.0,10.1,2.1,8.9,583.3333333333334
509,2018-11-22,2549,-0.4,8.2,0.0,1.6,57.9,10.0,10.89,1.4,3025.0
510,2018-11-23,2488,-2.9,7.3,0.0,1.3,51.3,10.0,11.27,3.8,3130.5555555555557
511,2018-11-24,1875,-0.1,11.7,8.6,1.9,77.0,10.0,6.79,6.8,1886.111111111111
512,2018-11-25,2077,1.8,11.3,0.0,1.0,85.0,10.0,7.8,6.1,2166.6666666666665
513,2018-11-26,2473,0.4,14.1,0.0,0.8,81.4,9.9,11.13,0.0,3091.6666666666665
514,2018-11-27,1153,0.4,12.7,0.0,1.3,78.9,9.9,6.16,5.3,1711.111111111111
515,2018-11-28,2118,0.3,10.5,0.0,1.8,38.1,9.9,9.72,3.9,2700.0
516,2018-11-29,771,-0.6,8.4,0.0,1.0,53.8,9.9,3.33,4.9,925.0
517,2018-11-30,2418,-2.0,9.2,0.0,0.9,66.5,9.9,11.77,1.3,3269.4444444444443
518,2018-12-01,1848,-1.1,11.2,0.0,1.0,72.0,9.8,7.71,7.6,2141.6666666666665
519,2018-12-02,1514,0.2,16.4,0.3,1.2,64.9,9.8,7.01,7.5,1947.2222222222222
520,2018-12-03,259,10.0,14.4,14.2,1.7,94.3,9.8,1.23,8.6,341.6666666666667
521,2018-12-04,955,2.4,11.3,7.1,3.1,73.9,9.8,4.23,7.4,1175.0
522,2018-12-05,1985,-1.4,4.0,0.0,2.4,51.3,9.8,8.07,6.3,2241.6666666666665
523,2018-12-06,2145,0.3,7.4,2.1,2.4,67.5,9.8,7.98,8.8,2216.6666666666665
524,2018-12-07,1961,-4.8,1.4,0.0,4.8,56.9,9.8,8.47,8.8,2352.777777777778
525,2018-12-08,2198,-8.4,-3.0,0.7,2.8,65.0,9.7,10.04,7.1,2788.8888888888887
526,2018-12-09,2480,-9.1,-1.6,0.0,2.1,50.1,9.7,11.33,4.1,3147.222222222222
527,2018-12-10,2252,-6.7,3.5,0.0,1.6,43.9,9.7,11.03,4.9,3063.8888888888887
528,2018-12-11,979,-2.0,4.0,0.0,1.3,59.8,9.7,4.73,8.5,1313.888888888889
529,2018-12-12,2377,-6.5,2.8,0.0,2.1,60.0,9.7,11.27,0.4,3130.5555555555557
530,2018-12-13,896,-5.3,5.4,0.2,2.5,71.4,9.7,6.98,7.1,1938.888888888889
531,2018-12-14,2396,-6.9,1.8,0.0,1.2,66.3,9.7,10.76,0.9,2988.8888888888887
532,2018-12-15,2030,-8.8,4.9,0.0,0.8,55.9,9.7,10.69,4.4,2969.4444444444443
533,2018-12-16,1042,-5.1,4.2,1.5,1.0,75.5,9.7,4.38,7.9,1216.6666666666667
534,2018-12-17,2005,-2.1,7.9,0.2,1.8,63.9,9.7,9.29,4.3,2580.5555555555557
535,2018-12-18,1880,-4.0,8.9,0.0,1.3,70.4,9.7,7.86,4.4,2183.3333333333335
536,2018-12-19,1990,-0.3,10.8,0.0,1.0,74.4,9.6,9.47,4.4,2630.5555555555557
537,2018-12-20,1783,-0.5,10.1,0.0,1.4,52.3,9.7,8.49,4.6,2358.3333333333335
538,2018-12-21,1272,-2.7,10.9,0.0,0.8,52.6,9.6,5.2,7.4,1444.4444444444443
539,2018-12-22,1877,2.4,11.7,0.0,1.1,70.0,9.7,8.83,6.0,2452.777777777778
540,2018-12-23,2265,-1.0,8.2,0.0,2.5,51.9,9.6,10.42,2.8,2894.4444444444443
541,2018-12-24,2351,-6.1,3.4,0.0,1.3,65.5,9.7,10.98,1.9,3050.0
542,2018-12-25,1059,-6.8,5.0,0.0,1.1,78.1,9.6,3.97,9.3,1102.7777777777778
543,2018-12-26,2328,-3.0,4.1,0.0,2.7,50.4,9.7,10.54,5.9,2927.777777777778
544,2018-12-27,2271,-7.5,-3.0,0.0,4.3,48.0,9.7,10.94,3.4,3038.8888888888887
545,2018-12-28,1852,-12.2,-5.5,0.5,2.6,65.0,9.7,8.47,4.9,2352.777777777778
546,2018-12-29,2427,-7.1,-1.4,0.0,3.4,55.5,9.7,10.67,3.6,2963.8888888888887
547,2018-12-30,2430,-8.8,-0.4,0.0,1.4,60.8,9.7,11.35,2.9,3152.777777777778
548,2018-12-31,2199,-12.3,1.4,0.0,1.1,63.4,9.7,11.31,3.1,3141.6666666666665
549,2019-01-01,1071,-5.0,1.1,0.5,2.1,65.5,9.7,4.3,6.6,1194.4444444444443
550,2019-01-02,2398,-8.7,1.1,0.0,1.4,72.0,9.7,11.36,1.3,3155.5555555555557
551,2019-01-03,2452,-10.0,3.9,0.0,0.9,68.0,9.7,11.51,0.4,3197.222222222222
552,2019-01-04,1329,-8.5,3.8,0.0,0.7,79.8,9.7,4.51,4.6,1252.7777777777778
553,2019-01-05,2497,-8.4,1.7,0.0,2.0,57.0,9.7,11.33,3.6,3147.222222222222
554,2019-01-06,2345,-9.2,4.1,0.0,1.0,66.0,9.8,10.78,3.4,2994.4444444444443
555,2019-01-07,2130,-8.5,4.8,0.0,0.8,76.5,9.8,8.71,4.8,2419.4444444444443
556,2019-01-08,2445,-6.9,1.7,0.0,2.8,58.1,9.8,11.48,3.9,3188.8888888888887
557,2019-01-09,1963,-10.9,1.3,0.0,1.2,44.9,9.8,9.12,6.4,2533.3333333333335
558,2019-01-10,658,-4.3,0.6,0.3,0.7,77.4,9.8,2.66,8.3,738.8888888888889
559,2019-01-11,2034,-3.4,7.4,0.0,1.0,72.8,9.8,8.53,8.5,2369.4444444444443
560,2019-01-12,1342,-2.9,7.6,0.0,1.0,72.8,9.9,6.44,7.8,1788.888888888889
561,2019-01-13,2255,-6.5,7.2,0.0,0.8,77.9,9.9,10.79,1.3,2997.222222222222
562,2019-01-14,1610,-5.7,6.6,0.0,0.6,80.0,9.9,6.59,6.8,1830.5555555555557
563,2019-01-15,1117,-4.8,3.9,0.1,3.1,72.0,9.9,5.82,5.3,1616.6666666666667
564,2019-01-16,2620,-8.7,-0.2,0.0,1.7,61.4,9.9,11.42,4.8,3172.222222222222
565,2019-01-17,2588,-5.5,5.4,0.0,2.1,61.4,10.0,9.1,4.1,2527.777777777778
566,2019-01-18,2374,-6.9,6.9,0.0,0.8,77.6,10.0,10.5,4.9,2916.6666666666665
567,2019-01-19,2085,-3.0,9.3,0.0,0.7,75.9,10.0,9.75,6.9,2708.3333333333335
568,2019-01-20,2805,-2.9,4.2,0.2,3.9,50.9,10.0,12.82,0.9,3561.1111111111113
569,2019-01-21,1685,-8.2,6.5,0.0,2.0,67.6,10.1,7.77,4.4,2158.3333333333335
570,2019-01-22,2351,-5.5,7.9,0.0,1.3,75.8,10.1,11.03,2.5,3063.8888888888887
571,2019-01-23,2650,-5.3,7.9,0.0,1.8,64.1,10.1,11.63,0.6,3230.5555555555557
572,2019-01-24,2948,-8.4,6.8,0.0,1.2,50.4,10.1,13.3,0.5,3694.4444444444443
573,2019-01-25,2870,-7.1,3.4,0.0,3.0,53.9,10.2,12.76,2.8,3544.4444444444443
574,2019-01-26,3009,-7.7,1.4,0.0,2.9,51.9,10.2,13.92,0.1,3866.6666666666665
575,2019-01-27,2806,-10.2,5.8,0.0,1.5,72.4,10.2,13.44,4.4,3733.3333333333335
576,2019-01-28,2880,-4.2,4.8,0.0,3.3,54.9,10.2,12.66,2.8,3516.6666666666665
577,2019-01-29,3046,-8.8,6.5,0.0,1.0,57.3,10.3,13.96,2.8,3877.777777777778
578,2019-01-30,2608,-6.4,8.7,0.0,1.0,71.6,10.3,12.32,6.3,3422.222222222222
579,2019-01-31,1575,-4.3,2.5,0.0,2.7,53.3,10.3,4.32,7.1,1200.0
580,2019-02-01,2332,-6.5,3.9,0.1,1.2,71.8,10.4,9.6,5.0,2666.6666666666665
581,2019-02-02,1555,-6.9,8.2,0.3,1.7,69.6,10.4,7.52,7.5,2088.8888888888887
582,2019-02-03,44,2.2,8.4,15.6,2.7,92.4,10.4,0.97,8.6,269.44444444444446
583,2019-02-04,3310,-4.8,4.6,0.0,1.3,54.5,10.5,14.14,2.9,3927.777777777778
584,2019-02-05,2851,-5.5,10.2,0.0,1.3,58.0,10.5,12.81,4.6,3558.3333333333335
585,2019-02-06,1900,-2.2,11.0,0.0,1.2,77.1,10.5,7.83,9.3,2175.0
586,2019-02-07,3249,-5.9,5.4,0.0,4.0,55.6,10.6,14.29,5.7,3969.4444444444443
587,2019-02-08,3225,-7.8,-1.0,0.0,2.2,53.8,10.6,14.08,7.5,3911.1111111111113
588,2019-02-09,3427,-6.0,-1.5,0.0,3.1,49.6,10.6,15.49,6.1,4302.777777777777
589,2019-02-10,2229,-6.9,-0.3,0.0,1.5,46.8,10.7,9.22,8.9,2561.1111111111113
590,2019-02-11,3559,-7.6,2.0,0.0,1.8,55.6,10.7,14.67,1.9,4075.0
591,2019-02-12,3014,-7.5,5.1,0.2,1.2,63.0,10.8,11.41,8.3,3169.4444444444443
592,2019-02-13,3319,-6.0,2.8,0.0,1.9,50.1,10.8,14.49,3.6,4025.0
593,2019-02-14,3319,-5.3,4.8,0.0,1.2,48.4,10.8,14.06,7.9,3905.5555555555557
594,2019-02-15,869,-2.2,3.4,2.1,1.5,78.3,10.9,4.69,9.6,1302.7777777777778
595,2019-02-16,2787,-6.6,1.4,0.6,2.7,66.4,10.9,14.18,4.6,3938.8888888888887
596,2019-02-17,3924,-9.7,4.0,0.0,1.4,64.0,10.9,18.51,0.5,5141.666666666667
597,2019-02-18,2487,-6.8,5.6,0.0,1.3,59.5,11.0,10.13,8.8,2813.8888888888887
598,2019-02-19,463,-2.0,2.6,11.3,1.5,95.0,11.0,4.48,8.1,1244.4444444444443
599,2019-02-20,2353,-3.0,6.4,0.0,1.6,80.6,11.0,11.5,5.4,3194.4444444444443
600,2019-02-21,3752,-5.2,7.8,0.0,1.0,76.6,11.1,16.66,0.0,4627.777777777777
601,2019-02-22,3450,-3.8,9.9,0.0,1.4,70.0,11.1,14.23,6.4,3952.777777777778
602,2019-02-23,3699,-2.9,13.9,0.0,1.2,66.1,11.1,15.82,4.8,4394.444444444444
603,2019-02-24,3829,-4.0,12.8,0.0,1.5,76.8,11.2,16.94,2.9,4705.555555555556
604,2019-02-25,3478,-2.8,9.6,0.0,1.3,76.3,11.2,13.79,4.3,3830.5555555555557
605,2019-02-26,4003,-5.8,11.3,0.0,1.1,57.6,11.3,17.39,5.4,4830.555555555556
606,2019-02-27,2347,0.3,11.4,0.0,1.0,51.9,11.3,8.64,9.3,2400.0
607,2019-02-28,3286,-2.6,12.1,0.0,1.1,65.4,11.3,12.4,3.6,3444.4444444444443
608,2019-03-01,0,-4.1,13.3,0.0,1.2,73.6,11.4,16.53,1.4,4591.666666666667
609,2019-03-02,0,-2.5,13.8,0.0,1.4,60.0,11.4,13.93,5.8,3869.4444444444443
610,2019-03-03,3240,-1.0,16.3,0.0,1.5,47.9,11.5,12.33,6.1,3425.0
611,2019-03-04,3733,0.4,13.9,0.0,1.4,67.4,11.5,15.75,4.0,4375.0
612,2019-03-05,2590,0.1,12.0,0.0,1.4,81.4,11.5,9.01,9.4,2502.777777777778
613,2019-03-06,2833,-0.1,14.0,0.0,1.3,75.3,11.6,11.35,6.4,3152.777777777778
614,2019-03-07,4514,-1.9,11.9,0.0,1.9,74.0,11.6,19.0,0.5,5277.777777777777
615,2019-03-08,4696,-4.6,12.9,0.0,1.3,67.4,11.6,21.08,2.1,5855.555555555556
616,2019-03-09,4138,-5.0,15.1,0.0,1.3,51.1,11.7,17.58,7.6,4883.333333333333
617,2019-03-10,2445,0.9,14.1,0.0,1.6,39.6,11.7,9.43,6.9,2619.4444444444443
618,2019-03-11,1871,-2.5,7.9,1.7,1.6,87.5,11.8,6.39,8.4,1775.0
619,2019-03-12,2330,0.3,10.0,0.0,3.3,69.8,11.8,8.13,5.4,2258.3333333333335
620,2019-03-13,4950,-4.3,9.2,0.0,3.3,51.3,11.8,20.27,1.0,5630.555555555556
621,2019-03-14,3760,-5.6,10.8,0.0,2.2,0.0,11.9,17.07,4.4,4741.666666666667
622,2019-03-15,2602,-1.7,11.2,0.2,3.4,85.8,11.9,11.7,7.6,3250.0
623,2019-03-16,0,-0.2,10.2,0.0,2.4,73.6,12.0,18.45,5.6,5125.0
624,2019-03-17,0,-1.7,12.3,0.0,1.7,64.4,12.0,21.83,3.0,6063.888888888889
625,2019-03-18,0,-3.6,13.4,0.0,1.3,50.8,12.0,17.78,8.1,4938.888888888889
626,2019-03-19,0,-1.1,15.5,0.0,1.8,70.9,12.1,17.62,1.6,4894.444444444444
627,2019-03-20,132,3.3,14.8,38.1,1.3,88.4,12.1,3.7,9.9,1027.7777777777778
628,2019-03-21,3241,2.4,11.3,0.2,4.5,82.1,12.2,12.15,7.4,3375.0
629,2019-03-22,5688,0.7,7.2,0.0,3.3,53.8,12.2,23.21,2.9,6447.222222222223
630,2019-03-23,4072,-3.2,8.9,1.2,3.1,67.8,12.2,14.34,2.4,3983.3333333333335
631,2019-03-24,5599,-3.6,9.2,0.0,2.3,65.5,12.3,24.57,1.3,6825.0
632,2019-03-25,4563,0.6,11.7,0.0,3.3,76.4,12.3,19.2,1.3,5333.333333333333
633,2019-03-26,5383,5.2,18.1,0.0,2.0,70.3,12.3,22.04,3.3,6122.222222222223
634,2019-03-27,4243,5.9,14.3,0.0,4.8,79.0,12.4,16.12,5.3,4477.777777777778
635,2019-03-28,4959,1.3,14.3,0.0,1.5,57.9,12.4,19.79,5.6,5497.222222222223
636,2019-03-29,5396,4.5,14.6,0.0,1.9,49.4,12.5,22.36,5.8,6211.111111111111
637,2019-03-30,2362,3.0,9.7,2.3,4.0,75.4,12.5,10.7,7.9,2972.222222222222
638,2019-03-31,3874,1.9,9.1,0.0,5.2,47.3,12.5,22.29,3.3,6191.666666666667
639,2019-04-01,4850,-2.6,11.0,0.0,2.0,49.1,12.6,21.26,3.4,5905.555555555556
640,2019-04-02,5854,-3.7,12.3,0.0,2.1,49.4,12.6,24.82,1.3,6894.444444444444
641,2019-04-03,5761,-2.4,13.6,0.0,2.1,60.9,12.7,22.9,0.8,6361.111111111111
642,2019-04-04,5793,-1.1,15.0,0.0,3.1,75.8,12.7,24.56,1.8,6822.222222222223
643,2019-04-05,5135,3.6,17.9,0.0,3.5,56.5,12.7,21.19,3.6,5886.111111111111
644,2019-04-06,2264,0.5,16.8,0.0,1.1,47.6,12.8,11.49,6.1,3191.6666666666665
645,2019-04-07,4904,5.9,18.3,0.0,2.2,40.1,12.8,19.6,3.6,5444.444444444444
646,2019-04-08,5436,4.6,16.5,0.0,2.0,34.9,12.9,22.02,3.8,6116.666666666667
647,2019-04-09,1477,4.6,15.0,26.4,2.7,56.1,12.9,5.81,8.8,1613.888888888889
648,2019-04-10,1775,2.9,10.2,1.4,2.5,86.3,12.9,6.9,8.5,1916.6666666666667
649,2019-04-11,4859,-0.1,15.3,0.0,1.2,74.4,13.0,17.58,5.9,4883.333333333333
650,2019-04-12,6226,1.9,17.6,0.0,1.8,63.6,13.0,25.49,1.8,7080.555555555556
651,2019-04-13,5840,1.3,18.2,0.0,1.5,55.0,13.0,23.89,5.9,6636.111111111111
652,2019-04-14,3478,2.5,14.5,1.7,2.4,69.5,13.1,13.38,5.6,3716.6666666666665
653,2019-04-15,6072,-0.3,17.1,0.0,1.8,67.8,13.1,25.86,0.1,7183.333333333333
654,2019-04-16,5125,2.1,22.1,0.0,1.0,47.1,13.2,22.0,4.4,6111.111111111111
655,2019-04-17,6323,4.3,21.3,0.0,2.1,56.1,13.2,26.47,2.3,7352.777777777777
656,2019-04-18,2360,8.0,15.9,0.0,3.0,85.6,13.2,9.76,7.4,2711.1111111111113
657,2019-04-19,3562,9.0,19.6,0.0,1.5,74.3,13.3,16.14,7.5,4483.333333333333
658,2019-04-20,4642,12.1,20.2,0.0,2.0,72.6,13.3,17.68,8.4,4911.111111111111
659,2019-04-21,3137,11.3,19.9,0.1,1.1,82.9,13.3,9.18,8.5,2550.0
660,2019-04-22,6005,7.6,28.5,0.0,1.4,63.3,13.4,26.03,3.0,7230.555555555556
661,2019-04-23,2845,12.5,24.0,4.8,1.4,77.4,13.4,9.99,8.9,2775.0
662,2019-04-24,4581,11.7,23.5,5.5,1.7,85.5,13.5,25.09,4.1,6969.444444444444
663,2019-04-25,583,8.0,17.2,1.8,2.0,92.4,13.5,7.79,8.3,2163.8888888888887
664,2019-04-26,481,6.8,10.2,2.0,2.0,94.4,13.5,4.0,7.6,1111.111111111111
665,2019-04-27,6004,3.2,17.1,0.0,1.6,66.1,13.5,30.32,5.8,8422.222222222223
666,2019-04-28,4077,7.8,17.4,0.2,1.3,66.3,13.6,20.0,8.6,5555.555555555556
667,2019-04-29,2133,7.5,15.8,0.0,1.5,68.0,13.6,10.72,7.4,2977.777777777778
668,2019-04-30,6118,7.2,22.2,0.0,1.8,66.0,13.7,25.02,3.4,6950.0
669,2019-05-01,6455,7.6,21.9,0.0,1.8,72.0,13.7,12.87,1.9,3575.0
670,2019-05-02,6931,5.2,24.7,0.0,1.8,54.9,13.7,14.49,0.6,4025.0
671,2019-05-03,6496,6.1,24.1,0.0,1.8,63.9,13.8,27.32,1.4,7588.888888888889
672,2019-05-04,5427,7.8,26.6,0.0,1.1,65.5,13.8,30.38,5.8,8438.888888888889
673,2019-05-05,6504,9.4,26.6,0.0,1.6,50.1,13.8,35.05,3.8,9736.111111111111
674,2019-05-06,7372,6.6,17.0,0.0,3.9,40.6,13.8,39.72,1.1,11033.333333333334
675,2019-05-07,6927,3.2,21.1,0.0,2.1,61.8,13.9,37.99,0.0,10552.777777777777
676,2019-05-08,6004,6.2,19.7,0.0,2.6,65.8,13.9,29.82,5.9,8283.333333333334
677,2019-05-09,6460,8.4,21.3,0.0,2.0,63.6,13.9,27.19,3.3,7552.777777777777
678,2019-05-10,6546,6.3,25.1,0.0,1.4,58.9,14.0,26.51,3.5,7363.888888888889
679,2019-05-11,6822,7.3,24.9,0.0,1.4,44.5,14.0,28.21,1.1,7836.111111111111
680,2019-05-12,6099,9.6,27.3,0.0,1.2,41.0,14.0,25.03,3.1,6952.777777777777
681,2019-05-13,3250,10.6,24.5,0.4,1.7,69.3,14.1,15.36,7.9,4266.666666666667
682,2019-05-14,6439,11.2,25.6,0.0,1.3,70.0,14.1,27.78,2.4,7716.666666666667
683,2019-05-15,6058,13.6,26.2,0.0,1.4,66.3,14.1,25.83,4.1,7175.0
684,2019-05-16,6324,13.7,29.2,0.0,1.5,60.5,14.2,26.64,3.9,7400.0
685,2019-05-17,3176,15.4,26.1,0.0,1.1,61.3,14.2,12.72,8.8,3533.3333333333335
686,2019-05-18,3844,16.3,22.6,6.2,2.6,80.1,14.2,13.43,7.3,3730.5555555555557
687,2019-05-19,2651,18.3,22.4,3.6,1.6,88.9,14.2,8.42,7.8,2338.8888888888887
688,2019-05-20,6802,11.2,20.2,2.1,4.2,64.4,14.3,28.14,0.0,7816.666666666667
689,2019-05-21,7506,10.9,24.3,0.0,3.3,65.6,14.3,29.94,0.3,8316.666666666666
690,2019-05-22,7218,10.8,23.1,0.0,3.1,69.4,14.3,29.34,0.9,8150.0
691,2019-05-23,6956,14.0,26.1,0.0,2.4,69.0,14.3,29.31,0.1,8141.666666666667
692,2019-05-24,6572,14.4,26.8,0.0,2.9,70.5,14.3,27.63,2.4,7675.0
693,2019-05-25,5563,14.6,25.6,0.0,2.4,69.9,14.4,22.09,7.1,6136.111111111111
694,2019-05-26,6729,15.5,28.7,0.0,2.3,54.3,14.4,26.53,6.5,7369.444444444444
695,2019-05-27,954,12.4,22.4,7.5,3.3,85.8,14.4,3.35,9.2,930.5555555555555
696,2019-05-28,6904,12.3,25.2,0.0,2.5,56.1,14.4,27.95,2.0,7763.888888888889
697,2019-05-29,7361,10.3,27.1,0.0,2.3,69.4,14.5,30.0,0.1,8333.333333333334
698,2019-05-30,4477,12.9,23.0,0.3,2.5,70.9,14.5,15.4,8.8,4277.777777777777
699,2019-05-31,7466,13.2,22.5,0.0,0.0,73.5,14.5,29.85,3.1,8291.666666666666
700,2019-06-01,5461,0.0,22.0,0.0,0.0,0.0,14.5,0.0,6.5,0.0
701,2019-06-02,6710,11.1,26.6,0.0,1.5,58.5,14.5,26.76,1.8,7433.333333333333
702,2019-06-03,6801,13.0,28.5,0.0,1.6,61.6,14.5,27.93,1.5,7758.333333333333
703,2019-06-04,6880,14.8,26.9,0.0,2.0,69.1,14.6,27.68,2.9,7688.888888888889
704,2019-06-05,5624,17.1,25.9,0.0,1.5,79.9,14.6,22.09,5.0,6136.111111111111
705,2019-06-06,1864,16.3,25.0,12.4,1.6,85.9,14.6,7.47,9.4,2075.0
706,2019-06-07,3307,16.4,24.2,25.3,2.9,87.8,14.6,9.39,4.9,2608.3333333333335
707,2019-06-08,5977,15.2,25.2,0.0,1.6,75.8,14.6,23.56,6.8,6544.444444444444
708,2019-06-09,4835,17.9,25.3,0.0,1.4,79.6,14.6,18.17,7.6,5047.222222222223
709,2019-06-10,4099,16.1,22.6,13.2,1.3,81.8,14.6,12.6,7.8,3500.0
710,2019-06-11,6788,14.5,23.7,0.0,1.7,70.8,14.6,22.06,3.5,6127.777777777777
711,2019-06-12,7475,12.8,25.7,0.0,1.5,73.4,14.6,28.97,1.3,8047.222222222223
712,2019-06-13,7061,14.2,28.0,0.0,1.3,66.3,14.7,28.37,3.9,7880.555555555556
713,2019-06-14,4887,16.9,26.6,0.0,1.6,64.6,14.7,21.26,7.1,5905.555555555556
714,2019-06-15,7504,15.9,24.6,0.0,2.6,72.0,14.7,28.27,1.9,7852.777777777777
715,2019-06-16,5396,14.6,26.5,0.0,1.5,73.6,14.7,21.58,4.4,5994.444444444444
716,2019-06-17,6452,15.9,24.6,0.0,2.0,77.4,14.7,25.18,6.0,6994.444444444444
717,2019-06-18,3629,17.1,24.3,0.1,2.0,85.4,14.7,10.55,8.4,2930.5555555555557
718,2019-06-19,5593,17.7,25.1,0.0,1.3,80.4,14.7,13.77,6.3,3825.0
719,2019-06-20,5537,16.5,26.8,0.0,1.3,79.8,14.7,18.15,7.3,5041.666666666667
720,2019-06-21,6194,18.7,26.6,0.0,1.7,78.4,14.7,21.76,5.8,6044.444444444444
721,2019-06-22,6990,18.0,27.4,0.0,1.9,71.6,14.7,20.11,3.0,5586.111111111111
722,2019-06-23,7202,16.2,29.8,0.0,1.6,61.0,14.7,29.62,1.3,8227.777777777777
723,2019-06-24,7253,15.9,28.0,0.0,1.7,66.0,14.7,29.58,1.0,8216.666666666666
724,2019-06-25,7003,15.7,31.1,0.0,1.4,61.3,14.7,29.24,1.8,8122.222222222223
725,2019-06-26,2869,18.4,26.2,1.6,1.3,74.4,14.7,9.93,9.1,2758.3333333333335
726,2019-06-27,3260,20.7,27.5,0.0,1.3,86.0,14.7,12.35,4.8,3430.5555555555557
727,2019-06-28,4113,19.3,28.6,0.2,2.0,79.4,14.7,20.19,8.1,5608.333333333333
728,2019-06-29,2508,19.3,25.2,3.5,1.2,90.8,14.7,9.55,8.6,2652.777777777778
729,2019-06-30,3240,18.3,25.4,0.0,1.9,89.8,14.7,10.99,7.6,3052.777777777778
730,2019-07-01,5319,18.8,27.4,0.0,1.4,77.5,14.7,18.78,5.9,5216.666666666667
731,2019-07-02,7183,19.2,27.6,0.0,2.0,82.0,14.6,23.63,3.3,6563.888888888889
732,2019-07-03,4176,18.5,28.8,0.0,1.4,77.6,14.6,20.03,5.6,5563.888888888889
733,2019-07-04,6189,16.1,30.9,0.0,1.3,74.1,14.6,27.57,3.3,7658.333333333333
734,2019-07-05,6674,18.0,33.1,0.0,1.5,63.8,14.6,27.54,2.3,7650.0
735,2019-07-06,7139,17.8,34.8,0.0,1.9,48.9,14.6,29.11,0.6,8086.111111111111
736,2019-07-07,5202,21.2,31.6,0.0,2.0,54.6,14.6,21.78,6.9,6050.0
737,2019-07-08,6591,21.1,30.7,0.0,2.3,53.3,14.6,27.83,4.6,7730.555555555556
738,2019-07-09,5602,19.7,30.2,0.0,2.1,55.0,14.6,24.85,6.3,6902.777777777777
739,2019-07-10,2333,19.2,24.8,12.1,2.7,75.1,14.5,7.09,8.6,1969.4444444444443
740,2019-07-11,2411,18.6,24.7,0.0,2.7,86.5,14.5,12.15,4.6,3375.0
741,2019-07-12,4830,17.6,27.0,0.0,2.1,83.9,14.5,22.7,6.3,6305.555555555556
742,2019-07-13,3486,20.0,25.1,52.5,1.4,93.3,14.5,9.71,6.1,2697.222222222222
743,2019-07-14,5867,20.4,28.2,0.0,1.3,84.6,14.5,22.21,4.1,6169.444444444444
744,2019-07-15,2843,21.4,25.9,5.9,1.5,91.1,14.5,12.25,6.9,3402.777777777778
745,2019-07-16,3988,21.3,28.3,2.0,1.6,83.5,14.4,22.91,7.4,6363.888888888889
746,2019-07-17,3880,19.9,28.5,0.0,1.0,80.9,14.4,14.91,8.4,4141.666666666667
747,2019-07-18,4416,21.6,30.8,8.5,1.5,80.3,14.4,22.67,7.3,6297.222222222223
748,2019-07-19,5192,22.3,32.4,0.3,1.8,79.1,14.4,17.85,7.0,4958.333333333333
749,2019-07-20,3980,25.0,29.9,0.8,3.4,81.9,14.4,9.57,9.8,2658.3333333333335
750,2019-07-21,2237,23.0,28.7,5.7,2.6,93.4,14.3,11.61,6.9,3225.0
751,2019-07-22,4557,22.8,29.4,0.0,2.6,90.6,14.3,17.89,6.6,4969.444444444444
