지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
131,청주,2019-08-01,26.8,33.6,0,1.3,72.4,14,20.52,5.9
131,청주,2019-08-02,26.1,35.2,,1,68,14,26.96,2.9
131,청주,2019-08-03,26.9,36.7,,1.1,66.8,14,22.15,7.1
131,청주,2019-08-04,26.7,36.2,,.9,68.1,13.9,22.36,4.3
131,청주,2019-08-05,26.6,35.7,.5,.7,68.8,13.9,17.16,3.8
131,청주,2019-08-06,27.2,34.2,0,1.5,58.4,13.9,17.73,7.5
131,청주,2019-08-07,24,33.9,6.1,1.8,74.6,13.9,22.31,5.4
131,청주,2019-08-08,25.2,32.7,10.3,1,82.9,13.8,13.62,7
131,청주,2019-08-09,25,34.9,,.9,73.3,13.8,23.26,6.1
131,청주,2019-08-10,26.2,35.7,,2.2,64.8,13.8,25.33,4.3
131,청주,2019-08-11,27.7,35,0,3.6,58,13.7,22.96,6.6
131,청주,2019-08-12,26.7,32.9,10.9,1.9,78.6,13.7,12.5,8.3
131,청주,2019-08-13,26.5,35.7,,1.1,65.4,13.7,23.99,2.8
131,청주,2019-08-14,27.5,35.5,,2.2,59.4,13.6,21.01,4.1
131,청주,2019-08-15,24.3,29.3,5.4,1.7,83.6,13.6,8.27,9.3
131,청주,2019-08-16,25,31.9,.3,1.7,75.4,13.6,17.83,6.3
131,청주,2019-08-17,24.2,31,0,1.9,73.1,13.5,19.45,6.5
131,청주,2019-08-18,20.2,31,,1,66.4,13.5,25.12,3.5
131,청주,2019-08-19,21.1,31.9,,1,65.8,13.5,20.69,5.1
131,청주,2019-08-20,23.2,32.1,,1.9,61.3,13.4,23.28,3.8
131,청주,2019-08-21,24.3,32.7,,1.4,65.5,13.4,20.52,6.6
131,청주,2019-08-22,24.1,30.5,23.3,1.3,74.1,13.3,13.04,8.3
131,청주,2019-08-23,22.7,30.3,,1.4,65,13.3,16.78,6
131,청주,2019-08-24,21,27.5,,1.2,72.4,13.3,11.28,7.3
131,청주,2019-08-25,20,29.9,,1,68.8,13.2,21.8,4.3
131,청주,2019-08-26,20,31.9,,1.2,61.8,13.2,24.77,3.3
131,청주,2019-08-27,20.5,26.7,16.5,1.2,79.6,13.2,9.35,8.8
131,청주,2019-08-28,21.7,29.3,.6,1.3,77.9,13.1,16.1,7.4
131,청주,2019-08-29,20.4,27.5,6.6,1.4,81.8,13.1,9.25,8.1
131,청주,2019-08-30,19.6,28.7,,1.4,69.3,13.1,20.35,2.3
131,청주,2019-08-31,19.5,28.6,,1.1,69,13,20.19,4.8
131,청주,2019-09-01,19.2,28.2,,.8,73,13,16.94,7.4
131,청주,2019-09-02,20.5,27.8,3.1,1.2,76.3,12.9,11.38,9.4
131,청주,2019-09-03,20.7,24.8,1.1,1,85.1,12.9,6.16,9.4
131,청주,2019-09-04,21.8,28.2,9.7,1.5,85.8,12.9,9.54,9.5
131,청주,2019-09-05,21.5,29.3,50.4,.8,87.4,12.8,8.76,9
131,청주,2019-09-06,22.6,29.4,.1,1.4,77.9,12.8,10.18,9.6
131,청주,2019-09-07,23.1,31.3,.3,4.5,72.4,12.8,7.33,9
131,청주,2019-09-08,23.1,28.9,0,.7,79.8,12.7,11.86,9.1
131,청주,2019-09-09,23.2,25.2,4.9,.9,89.6,12.7,6.14,9.6
131,청주,2019-09-10,24.1,32.1,0,1.6,71,12.6,16.96,7.8
131,청주,2019-09-11,22.8,27.2,0,1.9,81.4,12.6,5.62,7.9
131,청주,2019-09-12,19.8,24.2,0,1.7,67.4,12.6,6.02,8.8
131,청주,2019-09-13,18.2,28.5,,1.5,62.8,12.5,23.45,1.5
131,청주,2019-09-14,19.8,26.7,,.7,74.6,12.5,10.69,8.3
131,청주,2019-09-15,21.6,30.7,,1.1,71.3,12.5,19.53,6.5
131,청주,2019-09-16,21,30,,1.4,63.4,12.4,21.03,3.6
131,청주,2019-09-17,17.5,29.2,,1.3,53.6,12.4,23.2,3
131,청주,2019-09-18,17.7,28.2,,1.1,52.9,12.3,22.95,2.1
131,청주,2019-09-19,13.8,26.9,,1.2,58.8,12.3,21.55,3.5
131,청주,2019-09-20,17.1,23.9,,1.7,60.1,12.3,10.43,8.8
131,청주,2019-09-21,15.6,20.5,33.5,1.9,80.8,12.2,2.47,9.8
131,청주,2019-09-22,15.1,17.6,52,2.1,88.8,12.2,1.89,10
131,청주,2019-09-23,15.3,21.7,0,.9,69.4,12.2,12.72,5.4
131,청주,2019-09-24,12.8,25.2,,.6,72,12.1,20.37,1
131,청주,2019-09-25,13.6,24.8,,.6,70.9,12.1,15.72,6.5
131,청주,2019-09-26,17.7,25.6,,1.2,65.9,12,12.71,8
131,청주,2019-09-27,17.5,29.2,,.9,63.8,12,19.2,6.6
131,청주,2019-09-28,20.7,29.4,,.7,68.1,12,17.51,4.6
131,청주,2019-09-29,18.5,28.5,,.6,64.5,11.9,19.4,.6
131,청주,2019-09-30,15.7,29,,.6,63.8,11.9,19.81,1.6
131,청주,2019-10-01,18.7,27,,.9,75.3,11.8,9.03,8.9
131,청주,2019-10-02,20.2,23.5,56.9,2,87.6,11.8,1.78,10
131,청주,2019-10-03,19.7,27.9,19.1,1.9,78,11.8,12.88,5.9
131,청주,2019-10-04,19.2,27.7,,.9,77.6,11.7,14.41,5.1
131,청주,2019-10-05,17,21.4,0,1.4,77.9,11.7,4.86,8.4
131,청주,2019-10-06,14.6,22.5,,2.1,60.1,11.7,17.04,6
131,청주,2019-10-07,14.3,17.3,6.9,.9,83.5,11.6,3.1,9.1
131,청주,2019-10-08,12.8,22.3,0,1.3,62.5,11.6,15.47,3.9
131,청주,2019-10-09,7.8,20.3,,.6,58,11.5,18.2,1.8
131,청주,2019-10-10,10.2,18.2,,.6,68.1,11.5,8.01,7.3
131,청주,2019-10-11,11.6,24.7,,1,66,11.5,16.46,2.9
131,청주,2019-10-12,14.3,24.4,,2.4,56.5,11.4,18.2,.1
131,청주,2019-10-13,11.2,22.7,,1,59.9,11.4,17.84,1.5
131,청주,2019-10-14,11.6,20.1,,.9,65,11.3,12.89,3.8
131,청주,2019-10-15,9.8,20.2,,1.3,60.9,11.3,17,2.8
131,청주,2019-10-16,9.4,20.3,,.6,66.4,11.3,16.15,5.4
131,청주,2019-10-17,11.1,20.7,,.9,65.9,11.2,11.23,6.4
131,청주,2019-10-18,11.5,21.3,,1.3,68.4,11.2,8.85,6.8
131,청주,2019-10-19,12.5,23,,.9,65.9,11.2,16.64,1.4
131,청주,2019-10-20,11,22,,.4,70.9,11.1,15.64,.6
131,청주,2019-10-21,10.1,23.7,,.7,66.9,11.1,16.18,1.9
131,청주,2019-10-22,11.8,23.8,,.9,63.3,11.1,15.75,3
131,청주,2019-10-23,13.3,20.2,,1.3,62.6,11,6.65,9
131,청주,2019-10-24,15.5,23.2,,1.9,51.1,11,13.23,5.9
131,청주,2019-10-25,13.3,22.7,,1.3,58.6,10.9,13.27,6
131,청주,2019-10-26,9.1,16.1,,1.6,60.1,10.9,14.02,4.8
131,청주,2019-10-27,6,17.1,,.7,63.3,10.9,15.65,.6
131,청주,2019-10-28,5.8,18,,1.1,61.4,10.8,14.82,2.5
131,청주,2019-10-29,10.6,18.2,1.4,1.2,65.1,10.8,9.8,3.6
131,청주,2019-10-30,6.9,17.5,,.7,63.8,10.8,15.3,0
131,청주,2019-10-31,6.4,20.1,,.9,71.6,10.7,14.4,1
131,청주,2019-11-01,11.6,20.9,,.7,61,10.7,12.1,3.9
131,청주,2019-11-02,8.6,19.3,,.4,69.5,10.7,9.07,5.6
131,청주,2019-11-03,11,20.2,,.9,69.1,10.6,11.38,5.5
131,청주,2019-11-04,9.5,20,,.8,60.9,10.6,14.82,.8
131,청주,2019-11-05,7.4,18.5,,.5,70,10.6,11.6,1.5
131,청주,2019-11-06,5.9,16.8,,.6,69.6,10.5,12.01,3.8
131,청주,2019-11-07,6.6,16.2,,1.1,56,10.5,12.56,2
131,청주,2019-11-08,1.3,13.6,,.8,48.1,10.5,14.02,0
131,청주,2019-11-09,1.6,16.3,,.6,50.5,10.4,13.36,.1
131,청주,2019-11-10,3.7,15.6,10.3,.8,65.9,10.4,6.9,7.6
131,청주,2019-11-11,8.6,15.6,2.6,1.4,79.1,10.4,4.94,6.3
131,청주,2019-11-12,4.5,15.5,,.6,74,10.3,10.63,1.9
131,청주,2019-11-13,4.5,11.8,4,1.1,78.1,10.3,2.52,7.9
131,청주,2019-11-14,.6,7.4,0,1.6,35.6,10.3,13.46,.6
131,청주,2019-11-15,-.5,16.7,6,1.4,64.3,10.3,9.07,5.4
131,청주,2019-11-16,7.5,13.6,.7,.8,83.5,10.2,9.81,3.3
131,청주,2019-11-17,5,13.3,66.6,.9,91.3,10.2,.86,8.6
131,청주,2019-11-18,1.8,13.8,11.4,2.1,68.4,10.2,6.15,9.1
131,청주,2019-11-19,.3,5.9,0,1.4,64.6,10.1,8.18,4
131,청주,2019-11-20,-1.7,7.3,,.6,51,10.1,12.56,.1
131,청주,2019-11-21,-2.3,10.2,,.8,50.4,10.1,10.03,5
131,청주,2019-11-22,4.1,17.6,,.6,51.8,10.1,12.06,1.5
131,청주,2019-11-23,6.1,18,0,.4,68.8,10,9.63,5
131,청주,2019-11-24,8,20.1,3.3,1.1,73.9,10,10.39,5
131,청주,2019-11-25,1.2,8,,1.6,65.9,10,5.34,6
131,청주,2019-11-26,1.6,14.1,,.9,67.6,10,10.26,4
131,청주,2019-11-27,2.7,8.6,,1.5,51.3,10,7.63,7.4
131,청주,2019-11-28,0,11.4,,.6,62,9.9,10.01,3.1
131,청주,2019-11-29,.4,9,,.8,45.8,9.9,11.6,1.4
131,청주,2019-11-30,-1,12.1,,.5,49.8,9.9,9.42,5.5
131,청주,2019-12-01,5.5,7.9,7.3,.3,74.9,9.9,2.29,9.6
131,청주,2019-12-02,-.3,6.1,0,1.8,56.8,9.9,10.17,4.9
131,청주,2019-12-03,-2.1,5.4,.4,1,72.8,9.8,5.26,6.4
131,청주,2019-12-04,2.5,9.7,,.9,61.4,9.8,10.72,4
131,청주,2019-12-05,-5.4,3.7,,1.9,45.4,9.8,10.68,1.4
131,청주,2019-12-06,-8.2,.4,,1.3,42.6,9.8,11.24,0
131,청주,2019-12-07,-6.2,4.6,,.7,61.4,9.8,5.71,4.5
131,청주,2019-12-08,-4.4,5.9,,.5,63.6,9.8,10.51,1.4
131,청주,2019-12-09,-3.3,8.8,,.4,66.3,9.7,7.55,3.8
131,청주,2019-12-10,2.8,13.4,,.6,73.3,9.7,5.98,4.6
131,청주,2019-12-11,3.4,11,1.3,1.5,68.8,9.7,3.1,6.8
131,청주,2019-12-12,-1,4.8,,1.5,47.8,9.7,10.8,0
131,청주,2019-12-13,-4.5,6.4,,.5,48.1,9.7,8.6,4
131,청주,2019-12-14,1.5,7.5,.1,1.1,58.5,9.7,10.27,4
131,청주,2019-12-15,-1.2,12.8,,.4,61.6,9.7,9.53,3.3
131,청주,2019-12-16,2,14.6,,.3,67.5,9.7,9.09,2.6
131,청주,2019-12-17,5.6,10,2.1,.9,85.5,9.7,.89,8.6
131,청주,2019-12-18,1.1,6.5,,1.5,66.5,9.7,5.01,7.8
131,청주,2019-12-19,-1.6,4.9,,1.4,46.6,9.7,10.25,1
131,청주,2019-12-20,-1.8,4.1,0,1.2,62.1,9.7,8.88,4.5
131,청주,2019-12-21,-5.2,5.9,,.6,66.4,9.7,6.32,5.5
131,청주,2019-12-22,-.5,8.8,,.4,68,9.7,7.23,6
131,청주,2019-12-23,1.2,6.7,0,1,73.9,9.7,5.67,5.5
131,청주,2019-12-24,-2.5,5.4,,.8,82.1,9.7,6.53,3
131,청주,2019-12-25,-5,6.7,0,.7,73.6,9.7,6.59,7.6
131,청주,2019-12-26,.4,3,2.6,1.1,74.4,9.7,1.19,8.9
131,청주,2019-12-27,-2.2,4.2,,1.3,55.5,9.7,10.06,.1
131,청주,2019-12-28,-5,7.3,,.4,58.9,9.7,10.1,0
131,청주,2019-12-29,-1.9,5,5.9,.4,73.1,9.7,2.89,8.9
131,청주,2019-12-30,-1.3,7.4,.4,1.3,83,9.7,2.09,8.4
131,청주,2019-12-31,-8,-1.4,0,2.2,56.3,9.7,11.09,1.1
131,청주,2020-01-01,-7,1.5,0,.6,72.4,9.7,4.67,8.8
131,청주,2020-01-02,-.9,3.7,,.1,75.6,9.7,2.16,8.6
131,청주,2020-01-03,-.4,6,,.8,69.3,9.7,7.86,2.4
131,청주,2020-01-04,-3.5,7.1,,.7,67.9,9.7,7.53,1.4
131,청주,2020-01-05,-4,6.4,,.5,59.5,9.8,10.53,4
131,청주,2020-01-06,.6,4.8,5.9,.7,79.6,9.8,1.65,10
131,청주,2020-01-07,4.5,13.3,51.7,.6,95.9,9.8,.62,10
131,청주,2020-01-08,2.5,11.3,1.8,2.5,85.5,9.8,1.48,9.9
131,청주,2020-01-09,-1,3.9,,1.5,68.5,9.8,8.35,4.1
131,청주,2020-01-10,-3.3,5.6,,.7,70,9.8,10.52,3.8
131,청주,2020-01-11,-2.8,6.3,,1,68.3,9.8,9.97,3.9
131,청주,2020-01-12,-.6,4.5,,1.4,63.9,9.9,7.53,5.6
131,청주,2020-01-13,-2,2.6,0,1.4,61.3,9.9,9.35,4.8
131,청주,2020-01-14,-3.5,3.7,,1.1,55,9.9,9.51,3.9
131,청주,2020-01-15,-3.8,2.8,,1.1,59,9.9,11.22,1.1
131,청주,2020-01-16,-4.2,4.3,,.8,54,9.9,10.38,6.6
131,청주,2020-01-17,-3.6,5,,.8,53.8,10,9.77,4.3
131,청주,2020-01-18,-3.6,6.5,,.8,49.3,10,11.61,2.1
131,청주,2020-01-19,-1.5,8.2,0,1.2,59.8,10,7.94,6.3
131,청주,2020-01-20,-1,7,,1.6,59.6,10,9.68,3.1
131,청주,2020-01-21,-3.8,5.5,,.9,39,10.1,12.34,3.1
131,청주,2020-01-22,.1,3.9,0,.7,50.6,10.1,1.99,9.6
131,청주,2020-01-23,2.9,12.1,,1.2,52.3,10.1,11.27,6.3
131,청주,2020-01-24,.2,10.3,,.6,64.3,10.1,11.56,4.1
131,청주,2020-01-25,.6,10.1,,.3,71.6,10.2,7.19,7.5
131,청주,2020-01-26,1.2,12,,2.5,63.5,10.2,9.97,7.8
131,청주,2020-01-27,3.2,8.2,2.6,3.3,67.5,10.2,1.84,9.9
131,청주,2020-01-28,3.2,10.6,0,1.5,67,10.3,7.19,8
131,청주,2020-01-29,3.7,10.4,,1.2,56.6,10.3,7.98,8.1
131,청주,2020-01-30,3.4,10.1,,1.2,50.6,10.3,10.18,6
131,청주,2020-01-31,1.6,7.9,,1.3,63,10.3,6.59,6.5
131,청주,2020-02-01,-.7,7,,1.1,70.5,10.4,6.3,5
131,청주,2020-02-02,-1,6.3,,.8,66.5,10.4,9.57,4.6
131,청주,2020-02-03,-1.4,4.9,0,1.7,52.6,10.4,13.64,2.4
131,청주,2020-02-04,-5.2,6.1,0,1.2,55.3,10.5,13.85,1.6
131,청주,2020-02-05,-7.8,-.5,,2.2,43.1,10.5,14.93,.1
131,청주,2020-02-06,-10,-.3,,1,41,10.5,11.85,2.1
131,청주,2020-02-07,-7,3.3,,1,51.8,10.6,10.56,6.9
131,청주,2020-02-08,-1.1,5,0,1.6,53,10.6,13.72,3
131,청주,2020-02-09,-5.4,5.3,,1,53.3,10.6,14.85,1.6
131,청주,2020-02-10,.2,11.3,,1,50.6,10.7,13.68,1.9
131,청주,2020-02-11,-1.3,15,,.6,42.9,10.7,14.02,4
131,청주,2020-02-12,5,9.3,8.5,.8,83.9,10.7,1.58,9.9
131,청주,2020-02-13,6,11.8,.3,1.2,80.6,10.8,7.17,8.6
131,청주,2020-02-14,3.4,12.8,,.9,81,10.8,8.89,5.9
131,청주,2020-02-15,3.5,16.4,.6,1,70.6,10.8,9.56,6.9
131,청주,2020-02-16,-2.8,7.5,7.1,2.4,79.3,10.9,5.21,9.8
131,청주,2020-02-17,-6.7,-1,.3,2.3,72.9,10.9,9.92,8.4
131,청주,2020-02-18,-6.9,3.3,0,1.2,58.5,11,16.96,1.4
131,청주,2020-02-19,-3.8,7.3,,.7,62.4,11,13.89,6.5
131,청주,2020-02-20,-.2,11.8,,.6,61.9,11,14.57,2.8
131,청주,2020-02-21,.6,14,1.4,.9,65.9,11.1,11.27,8
131,청주,2020-02-22,2.2,10.5,1.9,2.7,57.9,11.1,11.65,5
131,청주,2020-02-23,-.7,9.4,,1.2,44.6,11.1,17.7,0
131,청주,2020-02-24,-1.2,14.8,0,.7,49.6,11.2,16.07,4.6
131,청주,2020-02-25,5,9.3,37.5,2.3,88.1,11.2,.81,9.8
131,청주,2020-02-26,3.5,13,,1.4,69.6,11.3,14.44,2.8
131,청주,2020-02-27,3.3,11.3,,1,60.5,11.3,13.77,4
131,청주,2020-02-28,3.5,6.3,5.1,1,78.4,11.3,2.92,9
131,청주,2020-02-29,4.9,12.9,,1.1,70.4,11.4,14.92,4.6
131,청주,2020-03-01,3.2,11.6,,1.5,74.5,11.4,10.31,7.1
131,청주,2020-03-02,2,8.7,,2.1,53.3,11.4,18.44,3
131,청주,2020-03-03,.5,14.1,,1.3,59.5,11.5,14.98,6.5
131,청주,2020-03-04,0,8.1,0,2.6,55,11.5,16.59,6.3
131,청주,2020-03-05,-1.3,7.9,,1.7,44.6,11.6,19.62,0
131,청주,2020-03-06,-3,11.3,,.7,42.4,11.6,19.12,3.1
131,청주,2020-03-07,1.2,10.1,0,.7,57.3,11.6,5.69,6.6
131,청주,2020-03-08,.8,17.5,,.7,56.4,11.7,19.21,.3
131,청주,2020-03-09,3.2,17,.1,.9,53.5,11.7,12.94,7.1
131,청주,2020-03-10,4.1,9.8,8.4,1.8,79.6,11.8,2.02,7.5
131,청주,2020-03-11,1.6,8.8,,2.3,43.1,11.8,21.1,0
131,청주,2020-03-12,-.7,15.6,,1.3,38.5,11.8,20.04,0
131,청주,2020-03-13,2,11.1,,1.8,43.5,11.9,14.19,6
131,청주,2020-03-14,-.5,11.3,,1.9,43.1,11.9,20.56,1.6
131,청주,2020-03-15,1.1,10.9,0,2.7,49.6,12,17.95,3.8
131,청주,2020-03-16,-.4,11.4,,1.7,42.6,12,21.54,.3
131,청주,2020-03-17,2.2,12.1,,1.6,68.9,12,4.65,5.5
131,청주,2020-03-18,2.7,18.7,,1.2,54,12.1,20.48,2.4
131,청주,2020-03-19,6.3,14.6,,3.1,44.6,12.1,13.89,3.3
131,청주,2020-03-20,4,17.2,,1.5,39,12.1,21.36,.3
131,청주,2020-03-21,4.9,22.5,,1.5,48.8,12.2,18.27,2.3
131,청주,2020-03-22,8.7,18.9,,1.9,48,12.2,22.25,1.8
131,청주,2020-03-23,4.5,18.8,,1.7,40.5,12.3,21.87,0
131,청주,2020-03-24,4.5,18.8,,1,44.1,12.3,21.62,0
131,청주,2020-03-25,5.6,21.7,,1.1,39.1,12.3,21.84,3
131,청주,2020-03-26,9.5,20.5,0,1.1,60.5,12.4,10.26,9
131,청주,2020-03-27,6.8,15.5,14.4,1.7,72,12.4,7.29,6.6
131,청주,2020-03-28,5.9,12.8,,1.8,32.4,12.5,15.6,6.6
131,청주,2020-03-29,1.1,16.4,,1.2,44.4,12.5,22.9,3.5
131,청주,2020-03-30,6.5,18.4,,1.2,40.9,12.5,23.71,1.4
131,청주,2020-03-31,4.2,20.4,,1.1,36.1,12.6,22.18,4.6
131,청주,2020-04-01,6.9,18.6,,1.9,38.8,12.6,17.95,4.5
131,청주,2020-04-02,4.3,17.4,,1.3,43.6,12.6,20.25,2.8
131,청주,2020-04-03,4.9,17.6,,1.4,36.3,12.7,24.03,.3
131,청주,2020-04-04,5.6,15,,2.2,43.5,12.7,21.7,.4
131,청주,2020-04-05,2.7,14.9,,1.5,29.4,12.8,25.51,0
131,청주,2020-04-06,2.4,17.6,,1.4,37.8,12.8,24.34,3
131,청주,2020-04-07,6,20.5,,1.8,45.6,12.8,20.52,1.6
131,청주,2020-04-08,5.5,15.1,,2.3,30.9,12.9,25.92,0
131,청주,2020-04-09,3.5,15.3,,1.7,42.9,12.9,23.38,3.1
131,청주,2020-04-10,5.6,17.5,,1.5,47.8,13,20.73,5.1
131,청주,2020-04-11,5.9,14.7,,1.3,54.1,13,15.31,6.8
131,청주,2020-04-12,2.7,15.7,.6,1.9,60.4,13,14.69,3.4
131,청주,2020-04-13,4.5,18.7,,2.6,38.5,13.1,25.9,2.3
131,청주,2020-04-14,6,22.5,,1.3,34.3,13.1,26.28,.6
131,청주,2020-04-15,6.7,20.8,,1.1,32.1,13.1,19.79,5.4
131,청주,2020-04-16,7.5,23.5,,1.9,38.4,13.2,24.2,3.5
131,청주,2020-04-17,10,19.9,3.6,2.1,63.6,13.2,12.96,7.6
131,청주,2020-04-18,10.3,20.3,,1.8,60,13.2,19.98,5.9
131,청주,2020-04-19,9.8,15.1,11.5,2,75.5,13.3,5.15,9.6
131,청주,2020-04-20,8.3,16.4,0,2,73.3,13.3,10.03,7.3
131,청주,2020-04-21,5.4,13.6,,3,46.1,13.4,25.3,3.9
131,청주,2020-04-22,4.5,10.7,0,3,42,13.4,18.04,3.4
131,청주,2020-04-23,3.9,14.9,,2.6,39.6,13.4,23.47,1.3
131,청주,2020-04-24,4.5,17.5,,2.6,39,13.5,27.09,0
131,청주,2020-04-25,9.4,22,,2.9,40.8,13.5,23.63,2.3
131,청주,2020-04-26,7.3,19.3,,1.9,42.8,13.5,27.4,1.9
131,청주,2020-04-27,7.4,18.4,,1.7,37,13.6,23.19,2.1
131,청주,2020-04-28,6.8,22,,2,43,13.6,27.18,0
131,청주,2020-04-29,9.8,24.3,,1.5,43.6,13.6,26.82,0
131,청주,2020-04-30,8.3,26.6,,1.6,53.6,13.7,27.2,.1
131,청주,2020-05-01,16.7,29.7,,1.7,65.1,13.7,24.22,3.1
131,청주,2020-05-02,19.5,28,0,1.6,56.4,13.7,19.51,8.5
131,청주,2020-05-03,18,22.7,1.4,1.4,71.8,13.8,10.48,7.5
131,청주,2020-05-04,15.1,28.2,,1.5,64.4,13.8,20.54,6.5
131,청주,2020-05-05,12.6,21.7,1.5,1.1,78,13.8,9.18,6.5
131,청주,2020-05-06,11.8,27.6,,1.8,59.5,13.9,25.9,3.8
131,청주,2020-05-07,14.3,26.2,,2.6,29.1,13.9,28.01,3.8
131,청주,2020-05-08,14.5,25.4,4.2,1.6,33,13.9,24.07,6.3
131,청주,2020-05-09,13.3,18.6,10.8,2.1,88.6,14,4.05,9.9
131,청주,2020-05-10,13.3,19,.2,1.6,85.4,14,7.07,8
131,청주,2020-05-11,14.1,25.7,0,1.9,55.4,14,24.97,5.9
131,청주,2020-05-12,12.6,21.7,0,2.7,56.9,14,22.38,2.9
131,청주,2020-05-13,9.8,24,,2,43.4,14.1,29.12,.9
131,청주,2020-05-14,12.6,27.4,,1,36.9,14.1,23.55,8.3
131,청주,2020-05-15,15,21.3,18.7,1.5,75.5,14.1,3.62,10
131,청주,2020-05-16,16.2,21.2,0,1.4,81.1,14.2,13.72,9
131,청주,2020-05-17,16.2,28.2,,1.4,67.9,14.2,25.24,7
131,청주,2020-05-18,14.8,27.2,23.7,2.3,74.8,14.2,19.11,7.6
131,청주,2020-05-19,12.1,17.8,2.4,1.9,74.3,14.2,12.09,7.6
131,청주,2020-05-20,9.8,20.2,,2.1,60.5,14.3,28.14,1.6
131,청주,2020-05-21,11.1,23.3,,1.3,61.3,14.3,25.7,3.4
131,청주,2020-05-22,15.3,24.9,0,1.8,61.9,14.3,22.64,7
131,청주,2020-05-23,16.5,26.8,,1.7,57.4,14.3,28.33,2.8
131,청주,2020-05-24,16.7,24.5,2.4,1.8,71.6,14.4,16.34,7.9
131,청주,2020-05-25,15.3,21.7,,1.2,74.4,14.4,11.8,9.3
131,청주,2020-05-26,14.8,25.7,0,1.4,68,14.4,23.35,7.9
131,청주,2020-05-27,14.1,25.1,,1.7,57,14.4,28.48,3.6
131,청주,2020-05-28,13.8,25.7,,1.5,60.9,14.4,25.04,4.6
131,청주,2020-05-29,15.3,27.8,,1.2,57.4,14.5,28.11,4.4
131,청주,2020-05-30,17.2,29.8,,1.2,48.9,14.5,28.87,3.5
131,청주,2020-05-31,17.2,28.1,0,1.4,54.3,14.5,21.79,7
131,청주,2020-06-01,17.7,26.7,.6,2.1,52.6,14.5,29.24,5.1
131,청주,2020-06-02,15.6,24.3,.6,1.3,53.9,14.5,12.53,8.9
131,청주,2020-06-03,18.2,29.1,.4,1.5,70.4,14.5,22.58,6.6
131,청주,2020-06-04,21.6,31.4,,2.1,64.5,14.6,27.19,4
131,청주,2020-06-05,21.8,30.4,,1.6,61,14.6,23.09,6.4
131,청주,2020-06-06,20,31.4,0,1.8,57.8,14.6,26.85,4.3
131,청주,2020-06-07,20.8,29.7,,1.4,60.8,14.6,22,3.3
131,청주,2020-06-08,20.3,32.6,,1.3,57.4,14.6,27.75,.5
131,청주,2020-06-09,21.1,34.4,,1.4,47.6,14.6,28.46,2.3
131,청주,2020-06-10,22,34.4,59.8,1.3,58.8,14.6,24.28,7
131,청주,2020-06-11,21.3,31.6,5.1,1.6,68.6,14.6,24.82,5.4
131,청주,2020-06-12,22.8,27.1,2,1,78.5,14.6,9.14,9
131,청주,2020-06-13,21.8,32.1,10.7,1.5,71.8,14.7,26.06,7.8
131,청주,2020-06-14,21.2,29.8,.4,2,72.4,14.7,18.62,4.9
131,청주,2020-06-15,19.1,30,,1.9,61.9,14.7,27,5.3
131,청주,2020-06-16,19.5,30.2,,1.3,63.3,14.7,25.74,6.3
131,청주,2020-06-17,21.2,28.4,,1.5,58.4,14.7,19.18,8.9
131,청주,2020-06-18,20.2,24.7,0,1.5,67.9,14.7,10.44,9.3
131,청주,2020-06-19,19.1,29.6,3.6,1.4,64.8,14.7,26.4,4
131,청주,2020-06-20,20.7,30.8,,1.4,66.8,14.7,23.08,3.8
131,청주,2020-06-21,21.6,32.9,.8,1.3,61.3,14.7,26.99,3
131,청주,2020-06-22,21.5,34,,1.3,58,14.7,27.71,.6
131,청주,2020-06-23,22.7,31.4,,1.4,61.6,14.7,20.18,7.9
131,청주,2020-06-24,21.3,27.1,.7,1.8,71.9,14.7,5.12,9.9
131,청주,2020-06-25,20.5,24,1.8,1.4,85.3,14.7,4.94,9.8
131,청주,2020-06-26,19.7,28.8,0,2,69.3,14.7,22.39,7
131,청주,2020-06-27,20.3,29,,1.1,67.8,14.7,16.44,6.5
131,청주,2020-06-28,20.6,30.5,,1.3,63.5,14.7,25.63,2.3
131,청주,2020-06-29,20.2,27.4,36.6,2,77,14.6,10.36,8.3
131,청주,2020-06-30,18.7,23.2,22.8,2.1,88.6,14.6,4.91,10
131,청주,2020-07-01,17.7,24.7,1.5,.9,77.3,14.6,11.87,8.1
131,청주,2020-07-02,19.1,30.1,,1.1,65.9,14.6,24.79,6.9
131,청주,2020-07-03,19.7,25.8,0,1.8,66.9,14.6,11.93,9.3
131,청주,2020-07-04,18.7,27.6,,1.5,72.6,14.6,19.14,7.5
131,청주,2020-07-05,20.2,28.1,,1,70.6,14.6,20.7,5.8
131,청주,2020-07-06,21.1,30.2,,1.2,71.3,14.6,22.76,6.5
131,청주,2020-07-07,22.7,28.5,,1.5,71.9,14.6,15.47,6
131,청주,2020-07-08,21,30.9,,1.3,68.8,14.6,23.09,7
131,청주,2020-07-09,21.9,32.8,,2,63.4,14.5,27.61,3.9
131,청주,2020-07-10,22.3,29.7,14.7,2.1,74.5,14.5,14.95,7.3
131,청주,2020-07-11,23.2,30,,1.7,65.5,14.5,20.24,8.3
131,청주,2020-07-12,20.1,25.3,14.9,1.9,76,14.5,6.87,9.8
